LOG_1055811.pdf	4	The reporting party alleges that she approached a male white or Hispanic uniformed officer and inquired as to what he was writing her ticket for. The reporting party alleges that the officer failed to respond. The reporting party alleges that she inquired for a second time and that the officer stated and pointed to a male black uniformed officer stated, \"You should have come out before he started writing the ticket, you're not hearing me, listen to me\".
LOG_1055811.pdf	1	The reporting party alleges that she approached a male white or Hispanic uniformed officer and inquired as to what he was writing her a ticket for The reporting party alleges that the officer failed to respond The reporting party alleges that she inquired for a second time and that the officer stated and pointed to a male black uniformed officer stated, \"You should have come out before he started writing the ticket, you're not heanng me, listen to me\"
LOG_1059585.pdf	1	THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ISSUED HER A CITATION WITHOUT JUSTIFICATION Fal1IPE TQ STOP AT STOP SIGN TB
LOG_1059585.pdf	4	THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ISSUED HER A CITATION WITHOUT JUSTIFICATION FAILURE TO STOP AT STOP SIGN: TB 660-997
LOG_1057424.pdf	1	The reporting party alleged that several unknown casually dressed male white and black officers kicked in his back door, and searched and ransacked his apartment without a search warrant or permission It is further alleged that the accused took and failed to return the complainant's Il State I D and $200 USC
LOG_1057424.pdf	4	The reporting party alleged that several unknown casually dressed male white and black officers kicked in his back door, and searched and ransacked his apartment without a search warrant or permission. It is further alleged that the accused took and failed to return the complainant's Il. State 1.D. and $200 USC.
LOG_1057214.pdf	4	The complainant alleged that the accused Department members failed to properly inventory or return his residential key card and hypertension medication.
LOG_1057214.pdf	1	The complainant alleged that the accused Department members failed to properly inventory or return his residential key card and hypertension medication
LOG_1054229.pdf	3	The reporting party alleged that the accused officer searched his vehicle without justification
LOG_1054229.pdf	1	The reporting party alleged that the accused officer searched his vehicle without Justification
LOG_1055602.pdf	4	The reporting party alleges that she did not receive police assistance regarding a tenant and landlord dispute and stolen property.
LOG_1055602.pdf	1	The reporting party alleges that she did not receive police assistance regarding a tenant and landlord dispute and stolen property
LOG_1056638.pdf	1	The reporting party stated that the accused promised that she could rent to buy his house and her secunty deposit would go toward closing cost The accused failed to disclose that his property was n foreclosure and refused to return her telephone calls Consequently, she has no place to live
LOG_1056638.pdf	4	The reporting party stated that the accused promised that she could rent to buy his house and her security deposit would go toward closing cost. The accused failed to disclose that his property was in foreclosure and refused to return her telephone calls. Consequently, she has no place to live.
LOG_1056503.pdf	4	The reporting party/victim alleged that the accused officer did not provide service in that, although the witness provided the officer with the name and description of a shooting suspect, the suspect is still free and is driving around the neighborhood.
LOG_1056503.pdf	1	The reporting party/victim alleged that the accused officer did not provide service in that, although the witness provided the officer with the name and description of a shooting suspect, the suspect is still free and 1s dniving around the neighborhood
LOG_1056433.pdf	1	The reporting alleges that a white male and a Hispanic male uniformed officer knocked on her window and stated, \"Someone had Just tried to use her credit card at Walgreen&#8217,s' pharmacy” The reporting party alleges that she looked around and observed that their personal vehicle was missing in front of her house The reporting party alleges that she went to a police station and she was instructed to go back to her place of residence The reporting party alleges that the officers mentioned above failed to process a police report for her
LOG_1056433.pdf	4	The reporting alleges that a white male and a Hispanic male uniformed officer knocked on her window and stated, \"Someone had just tried to use her credit card at Walgreen&#8217:s' pharmacy”. The reporting party alleges that she looked around and observed that their personal vehicle was missing in front of her house. The reporting party alleges that she went to a police station and she was instructed to go back to her place of residence. The reporting party alleges that the officers mentioned above failed to process a police report for her.
LOG_1058354.pdf	1	 The complainant stated that she called the police after an ex-boyfriend came to her house unexpected and uninvited and then attempted to unlawfully gain entrance inside of her home by banging on the windows with a metal object It 1s alleged that when the accused officers arnved to the scene, they failed to take adequate and proper police action in that they failed to give hera case report, arrest the offender who was still on the scene, and drove away without updating her on the situation The complainant stated that she heard the male officer tell her ex to leave and don't come back The complainant further alleged that the police took too long to respond to the incident and demonstrated a lack of concern and urgency despite the fact that it was a domestic call and her life could have been in jeopardy
LOG_1058354.pdf	4	 The complainant stated that she called the police after an ex-boyfriend came to her house unexpected and uninvited and then attempted to unlawfully gain entrance inside of her home by banging on the windows with a metal object. It is alleged that when the accused officers arrived to the scene, they failed to take adequate and proper police action in that they failed to give hera case report, arrest the offender who was still on the scene, and drove away without updating her on the situation. The complainant stated that she heard the male officer tell her ex to leave and don't come back. The complainant further alleged that the police took too long to respond to the incident and demonstrated a lack of concern and urgency despite the fact that it was a domestic call and her life could have been in jeopardy
LOG_1056026.pdf	4	The complainant stated that she called vhom she has been dating on and off for the past year. answered and then put the accused officer on the telephone. The accused officer provided her name, star number, and unit of assignment to the complainant. The complainant alleged that the accused officer told her not to call any more and intimidated her by saying that this was a “\"police matter” now.
LOG_1056026.pdf	1	The complainant stated that she called , whom she has been dating on and off for the past year answered and then put the accused officer on the telephone The accused officer provided her name, star number, and unit of assignment to the complainant The complainant alleged that the accused officer told her not to call any more and intimidated her by saying that this was a “police matter” now
LOG_1057541.pdf	1	The reporting party alleges that when she entered the police station to file a report regarding a battery, the sergeant who was at the desk came from behind the desk and belittled her and verbally abused her by stating,\"You motherfuckers should be locked up.\" The reporting party alleges that when the officers responded to the above location regarding a battery to her juvenile child, the officers failed to file a report on her behalf and failed to arrest the subjects, who were still on the scene
LOG_1057541.pdf	4	The reporting party alleges that when she entered the police station to file a report regarding a battery, the sergeant who was at the desk came from behind the desk and belittled her and verbally abused her by stating,\"You motherfuckers should be locked up.\" The reporting party alleges that when the officers responded to the above location regarding a battery to her juvenile child, the officers failed to file a report on her behalf and failed to arrest the subjects, who were still on the scene.
LOG_1054558.pdf	4	Reason
LOG_1059981.pdf	3	The complainant alleged that the accused officer failed to retrieve her insurance card and issued her a citation,
LOG_1059981.pdf	1	The complainant alleged that the accused officer failed to retrieve her insurance card and 1ssued her a citation
LOG_1055791.pdf	1	It 1s reported that the accused officer failed to properly inventory prisoner property consisting of 1 white metal bracelet, 2 yellow metal earrings with clear stones, and a stud with dice end
LOG_1055791.pdf	4	It is reported that the accused officer failed to properly inventory prisoner property consisting of 1 white metal bracelet, 2 yellow metal earrings with clear stones, and a stud with dice end
LOG_1054567.pdf	4	Reason
LOG_1057644.pdf	4	The complainant alleged that she was stopped and her vehicle was searched without justification. The complainant alleged that she believes that she is being harassed by the accused officers because she has been followed and stopped on numerous occassions over the last week without justification.
LOG_1057644.pdf	1	The complainant alleged that she was stopped and her vehicle was searched without justification The complainant alleged that she believes that she Is being harassed by the accused officers because she has been followed and stopped on numerous occassions over the last week without justification
LOG_1056096.pdf	1	The Reporting Party Victim alleges that two of her daughters were arrested at the above location and that when she approached the accused with her hands over her head while stating, \"l am not armed,” the accused stated, “That's funny, both of your daughters are.” It is further alleged that the accused was rude and unprofessional in that he had a \"nasty” attitude and described the Reporting Party Victim as \"overexcited.”
LOG_1056096.pdf	4	The Reporting Party Victim alleges that two of her daughters were arrested at the above location and that when she approached the accused with her hands over her head while stating, \"l am not armed,” the accused stated, \"That's funny, both of your daughters are.” It is further alleged that the accused was rude and unprofessional in that he had a \"nasty” attitude and described the Reporting Party Victim as \"overexcited \"
LOG_1053362.pdf	1	The reporting party alleges that the accused officer and his partner failed to inventory or return her crucifix 14kt gold serenity prayer with a four leaf small clover chain.
LOG_1053362.pdf	4	The reporting party alleges that the accused officer and his partner failed to inventory or return her crucifix 14kt gold serenity prayer with a four leaf small clover chain
LOG_1053990.pdf	1	It is alleged that the accused officer grabbed the reporting party in a choke hold in the 007th District Station parking lot, while the reporting party was handcuffed and seated on the rear seat of a squad car. Prior to that alleged action, the reporting party spoke with an officer in the squad car whose uniform name tag read \"Dixon\". The reporting party stated that the accused officer was the (uniformed, M/H, 5'9\"/5'10\", medium build clean-shaven, dark hair, no eyeglasses, apparently in his twenties) partner of \"Officer Dixon\".
LOG_1053990.pdf	5	It is alleged that the accused officer grabbed the reporting party in a choke hold in the 007th District Station parking lot, while the reporting party was handcuffed and seated on the rear seat of a squad car. Prior to that alleged action, the reporting party spoke with an officer in the squad car whose uniform name tag read \"Dixon\". The reporting party stated that the accused officer was the (uniformed, M/H, 5'9\"/5'10\", medium build clean-shaven, dark hair, no eyeglasses, apparently in his twenties) partner of \"Officer Dixon\".
LOG_1056669.pdf	1	The reporting party, who did not witness the incident, alleges that several unknown officers entered her home without a warrant or permission
